title,id
Alexander Kyle,a0756ed3-5f0d-402a-a7bf-e94f4bbfa9f9
A. H. Durocher Balto,930fc664-ce09-428a-996d-b2f4393fd49f
Henry Chadwick,19aaa405-d9b1-471d-862d-2a4ed02a195f
J. W. Watson,dcf20fb3-7051-44f1-b35f-6dd3facdd9b0
William Hayden,89fe7b33-ba60-49ec-8198-d2564c443c0a
H. P. Gratten,339de48c-d9e0-47f9-bb07-47a9056b0ced
James Bellak,775b61d8-047a-4e9d-9931-60fdd617e990
Strauss,5e41d9cf-0c22-4bb0-b66d-610409163f70
Francis Buck,77384fce-5a9f-4cf1-901f-db1d2b6bc386
James M. Deems,cc719d7d-c65d-4806-92cd-dc8b84ac8ef5
Seth H. Sweetzer,3984e9e1-2c55-4412-8451-3d410e709a88
Augusta Browne,c95bea7e-dd79-45ca-afac-6ba4a032b156
J. H. Warland,7aa73d5b-5280-467c-9594-92d8354e926e
William Wolsieffer,10bd3094-04cc-4038-957e-26caace4d811
Cha's G. Degenhard,13e60773-b64b-4844-b059-c5031552d16a
W. F. S.,b0233d2a-3323-4f59-bd02-db38c1e9f75c
F. H. H. Oldfield,143224c3-1f33-4e96-8a02-f94c5ac4efb7
Mrs. Parkhurst,761bc143-d3f0-45a9-a962-38bad0d77270
C. Sprague,d4a15f6d-8704-41e4-a397-e1334455769f
J. F. Petri,c96eb415-16fe-42de-8bbd-dce0f4fb5c46
L. M. Dawn,cdc634b5-7ed6-41ea-bf53-152041482820
Albert Holland,13bcf211-8aeb-439d-8696-b247e0a09cff
Karl Cora,83cf9c46-349a-4887-aa79-efeb1645f0f3
Nathan Richardson,aecfbe61-9175-4b12-bb25-1ec7a7599b47
George Felix Benkert,ed0aca7d-f787-4feb-b8d5-98f606f3ac44
Jas. M. Stewart,a6c18817-9da1-42bc-adf5-5d6a39866500
Henry Mayer,6296dc0a-ce87-44a2-9857-035d7ed3b2b3
L. B. Starkweather,eec0f2ed-2ae0-4554-82b0-51277ee99eed
E. T. Paull,5fe107ee-02cc-4088-aa82-f71f6205cbfb
F. W. Rauch,a29c3981-03e2-49fc-b754-5b0c25d8d7a1
E. C. Davis,f3fb3aca-9dd5-412c-b7ba-f92df79bbf2d
J. A. Butterfield,b84dc74b-d24c-4ce6-8606-c6f42ea03b78
James W. Porter,9a1519d1-d248-4b66-b834-6c52e149a10a
Konrad Treuer,bb182553-48c4-492f-8381-30cc1897a6ed
James Nicholson,670e0025-5c42-47b8-b86e-e200011805f1
Henri Cromwell,e1ad9c35-6ffb-40a1-89d7-5761bc639de5
A. Sedgwick,74be89f4-a7ff-4757-a7dc-3f7192044cd0
Jmes T. Dudley,c0538397-3cf9-4511-ac83-4c97679e1eac
Wm. O. Fiske,d48ab28e-ed22-4059-ac0b-49d918199831
Agnes Lanich,faa514b6-9fdc-4bff-8ee7-d2d1c4e6ff31
L. B. Miller,6fb7aa7a-c030-460c-8495-5f6f697e610f
Harry L. Tatnall,ebd3330d-596d-4b6d-bdcd-974ee9c71df3
Jas. E. Glass,555597ce-ae77-4737-b62c-79f0d45f80ff
C. Archer,0ae3530d-1209-4e29-a2e6-bb29677b819e
E. Hoffman,bb8fa131-b936-40f9-8b98-60261049d676
A. J. Vaas,d716d5fe-fd7a-4de3-a37f-c166c27d584f
John M. Crosland,d8fe020d-6096-43b6-ac0b-b772ac2a9437
E. W. Locke,b01cbb04-b698-4310-b6f9-3ca98cfac7f1
Frank Emmo,a762ae2a-a418-4a80-9577-9dcc99d13741
Ason O'Fagun,0033c64e-d84b-485c-a399-e1c27a984777
J. P. Webster,9d16c089-3a0e-4325-832d-84111f4e0cef
William Cumming,e7853fdb-11d8-4d80-8aab-01292e530403
D. L. Downing,6cd52c68-d61e-4a4d-b5be-a19ec1ad25d6
William Adolphus Clark,f416b419-23d8-4e83-aa46-0e6c103a94dd
Olynthus,dec4b40c-b833-45d1-93f8-00e06cd49374
Chas. D. Blake,0dbadd52-8051-4c4b-ae02-c6a4257bfde5
Alberto Himan,a1f2d3f5-3205-4d5f-b6ce-3cacd6a857cc
Geo. Maywood,02f3b1ea-a99a-4fa8-93bf-1322384c9d57
Charles G. Degenhard,5c44fef9-e777-40cc-a827-7231fc38e8cd
C. Birch Bagster,7fd9aead-7039-44df-b722-565b0b99064c
Walter A. Perry,7f51f201-4138-43ee-9a89-039b1ea36db0
Giuseppe Operti,e988080f-a250-4493-b5ca-b7f99e7f7e93
Maj. J. Barton,4ff0a67f-1156-4817-add8-73c652bbf163
J. A. P.,b8981c46-ee1c-4d12-8d55-ff63546dda25
Major J. Barton,eae093ba-69c4-406c-a39a-ddce0a34b539
Mrs. Duer,cb75d123-8f82-4ab9-ac64-ce95c510b03b
C. L. Abdill,fa709069-79b8-4640-9326-eee36bf0c631
J. M. Darling,5c348790-e790-463a-b838-8fcaf9982abe
C. O. Clayton,6d11fdd0-967d-4282-91bf-62339c0c807d
Josef Gung'l,732717e1-6525-4293-a5ed-ded7b7d41632
W. C. Wendell,bd18ea6a-3576-446a-aec3-2fadd808890b
Will. S. Hays,95ad1183-893f-4652-aa7a-b25d8781b17d
Charley Leighton,4f2a3f71-3ae4-4062-b314-812f9df3a568
Henry Cromwell,76c2fb15-25d4-45a6-83c0-a615d20af1a4
Almon D. Hougas,8cf79309-969b-42c8-bc1b-7911db6d2d86
A. Weaver,ac01fc66-f3c8-40b3-ac5f-3cde2865e640
H. P. Danks,5453a15a-99fd-4e88-b5b3-e655e3c647ac
J. Henry Wolsieffer,7d5aeeff-1e87-45cc-87fe-00ec2f72bc03
G. R. Herbert,e8b0b737-3e56-449b-92a1-020073fff3a2
C. C. Haskins,2691fa11-c8c0-427f-bd0c-11212b0831fc
George H. Briggs,539470be-f5ab-4a0f-b23f-49584860b2ef
D. McNaughton,3c5da5db-97ea-4de0-a5ae-9c47d4f4d6e7
Geo. D. Herrick,1f6d6bb3-1a1d-4959-8640-b56e7da1ba55
E. H. E. Jameson,151dd69f-eee4-463e-880e-eec383c9d595
C. A. Cappa,9f73b406-2ed9-4e71-860f-8e204654885c
Henry,27599a48-18a5-4493-8c0d-4906198a31ed
Ward,6fa8b8e6-a078-4296-b42f-183d46185d70
S. H. M. Byers,5c525544-32cd-467b-8cb8-3b08d0fd87a5
P. G. Salis,74e90599-23f8-4f1a-a998-70eedf631cff
G. R. Poulton,bf5dea1f-bca4-43b9-8d5c-4bc0429b3085
William F. Otten,3d5b8ce1-a25c-455c-be4a-750048ad4807
M. J. Fitzpatrick,5bf59b9c-7997-4496-9fed-1d35372ecc88
J. William Pope,2315b704-e832-4d86-930e-9e7380386108
Dr. W. J. Wetmore,4a7c37d7-3d6e-43fb-80c8-e70766fa9f4e
G. R. Lampard,5b8df14c-76d7-450d-b24b-144abe695bbf
L. W. Eastman,1b7361a3-7dc0-4850-868c-a4a419c3a443
Fred. Buckley,232fb963-b5c0-4b4b-8888-1cf20ea9507d
Arthur Percy,a0a92f75-946b-44e1-9e70-36fcec3d8276
V. Busch,44b6db39-8a77-405f-9ca6-f6e1400cd475
Claribel,49f5bd02-95f8-4c11-ab81-7500c5056f1e
J. H. James Jr.,94ea94d9-8307-4385-befa-ffd462c77880
William M. Pegram,4aa33679-9c63-4a51-a0cc-bdf5df078951
C. Mortimer Wiske,ef9bbcbf-16f7-43b5-88a2-d3e2a655d77e
S. B. Dean,9b695be3-2e63-423e-a44b-5c779ba54ee0
Jas. J. Freeman,2deaa4b1-9ec5-48d8-bc33-a62589786c1b
Henry Werner,77d75832-4ae9-4999-8a5c-ae99c2447529
Monroe H. Rosenfeld,12bbc14e-0eef-4dbd-af65-0d38d99bcbec
Fred T. Baker,be7e6503-5a40-4a3e-8a36-36926e664d61
Aug.,670a348d-bbdc-4030-88fe-016d8b5cba75
Thomas Baker,30962e95-afac-41d7-b1d3-ecdebcc50105
Sam Booth,6e9d8f0d-6ee0-43ae-804b-bde73abcc287
D. B. Moody,f5acd966-acd9-42b3-a654-a0c616be07cb
Joseph C. Hart,12a87223-bdce-40a4-9190-cb8616453d42
John R. Pepper,6f748f10-2aca-4838-897f-7c5495be3d9b
Theo. H. Klein,24b7466e-9769-4ddf-a450-8d2b77088a12
D. W. Reeves,cbee3d59-40c7-4841-9ce2-636cc272b260
Geo. R. Jackson,7c1fb6fd-ee8c-4a3e-b4cb-13d8eb727f1d
E. H. Bailey,2788ef4c-1017-49d7-900c-33cbe2fa668c
A. Templeton Gorham,d9052568-6d3d-424d-b132-76299f21e15f
Sidney Ryan,79473e59-8378-47d6-88a5-224bec718264
Chas. E. Prior,2725fe14-5871-4d22-aa96-5d8abc7ce4b9
Aug. Strate,48850ee0-f60e-4053-a44f-0dcf9bfbcabf
Waldemar Malmene,56dd127c-fca6-4dbb-92a8-685c66b9a16d
Hazard,5348751a-2484-4973-878e-99b6b53f5987
A. Blue,92cb8c2e-1b00-4f18-adb3-7faefe73ce9a
A. Grey,e7d18c0d-68f7-4f6b-b036-d8b87af1a130
C. A. Noel,84d0c5df-4291-42c3-b780-69d7a07d14fa
Charles E. Prior,d6d81677-6b73-4e84-873b-b12e9401d510
E. Kail,c8acbc84-98ec-4f67-ade1-2d8a987467a0
C. C. de Nordendorf,360666d8-e3c7-4f1e-88ad-49eb3fa56c9a
Geo. Wiegand,c94224f7-81f3-4964-8e2e-a40c468d7e38
Pierre Latour,d2bcb2f2-828b-454a-9074-aa45b72ac71b
T. C. Harbaugh,849ed9ba-8297-4111-b2b0-668101c02c22
E. C.,bbffb545-4245-4474-889c-555acbe83e96
R. Griswold,15d50f7f-81f0-4004-8f34-52482d3fc959
E. Lagrange,e6b30817-a260-476f-afb0-32731ea0338a
A. D. Meyer,e95edbf9-1b49-4178-bd20-14fb54ff6974
Henry Kleber,0c7b8c7a-05d0-44f7-a2e0-3db33608d83c
J. M. Munyon,dd31826a-680c-4d05-bd12-2a670e8e9d8c
Wm. H. Long,c1f5e63f-92e2-4cfe-8e27-e98cbdec8cc2
H. A. Selington,0ccfa1e2-0c00-43e0-bf6a-54de6ba7225d
Gomer Thomas,3e7a60e5-f2d0-4c96-a851-c1a5a2609e1f
Eugene Blake,30635443-1972-4914-98cf-3387fa0a941b
I. D. Foulon,83500f1e-d8bf-4249-866f-1eccb151f6a1
Charles Kunkel,20eff5be-fda8-40c8-9fa5-0239cc9ba03a
J. W. Reed,78474d51-fd90-44f6-be6a-f44cea79c2ec
Aug. Buechel,4c84fa64-c178-4dfb-a9c5-65b36818c089
Chas. Ed. Prior,50e3522c-577e-4b78-9ac8-d21230fa8224
M. F. Bigney,991c1c90-c970-4145-8448-01ff1b8a0c39
Otto Dresel,816e7756-c035-48ef-ac01-13c918b97dfd
Anita Comfort-Brooks,b2d490c9-7808-41ce-83d8-9b53ec4c2094
Harold L. Frankensteen,02b99221-1e2d-4d5a-b863-798e70d9fdda
Jessie Brown Pounds,9bab1726-46c0-4630-a47f-1573e9c15f8a
Charles Partello,c635d0e9-f019-4730-99a0-d47ec1309ec1
George Ray,3e3f8655-71fe-4260-a55d-fe0bb75f50a8
Thos. J. Ryan,2867e311-02db-42c5-b5f2-a5341e6cfd8a
Eduard Holst,860dc310-b9b6-4eb7-a384-2e2ebcbcaedc
Gustav Lindh,1a64e41e-3de0-47fe-95a0-ac98c29ee1ac
J. W. Lerman,36f00546-117d-4813-b350-e669a23207a3
P. Keil,5934b5a3-1ebd-4714-b7da-e21ab2a6f2e6
Geo. P. Lyon,909c6da6-613b-4f6f-8038-ac557d05fb47
Lala Booke,70a8f2cf-5c1c-43e7-9cec-c0e9fdecefb7
Lyman F. George,e1ebb942-bb66-4700-9174-0b302849d47e
Jennie P. Purviance,67a87833-3b07-4605-b9aa-2b8ed1093ba4
F. S. Pearson,291e862e-592f-41d8-834c-228ee2cea6bf
Alfred Bryan,d5d48a8c-18a3-42fb-8132-60b6f055227c
Laville,300eb1fd-64c8-40c4-83c0-34473f9b5bd4
Harry J. Lincoln,7aabb224-2bc6-4c6f-a4bb-4f1eb0da37b7
Henry Harding,7704ae43-6efd-4b77-aa45-79ffcb990ef6
F. Ibach,59a97581-7cd6-4445-9b5d-17b868e537dc
E. Rose Prime,611aed8b-ae23-4216-9a5b-b92d9366bf1c
Collin Coe.,7b8e6255-3e99-4db5-be14-b0eed870862f
L. H. Plogsted,19a72432-845a-46ab-b419-00df743acb5f
Mrs. Gertie Jones,39d65aed-ed06-4201-94c4-a371569cca53
Lee Orean Smith,d184ff7a-fb74-4e5e-a9ff-437fc149b3dc
Nora Bayes,c1da7c37-a7af-430c-b606-48f52685023b
Wm. A. Haley,2cd09ba0-438d-4327-896d-1aa763c6c4b2
M. F. Mullin,f9c886fb-07b0-4600-8509-aab89dc4d90c
Charles Puerner,a7e9d687-35c9-4400-b895-ae86b87cb28c
Joseph Fejer,d14f0c43-cac8-43e6-b1d6-c78c7da06722
Wm. F. Day,60aac801-a510-449b-997b-8fa7eb046643
Ben Warren,07effc4e-2654-4553-95c4-7f3412dcd89e
Leopold Kessler,e9325941-44e4-4ce5-b8a8-f787ada8577c
Fred Spencer,edfd16c9-2e51-4787-b590-f1fd1c9d5803
W. E. Johnston,b98e8a35-9582-4768-91c6-4adce5df5789
Geo. Schleiffarth,ae0b6d50-3ff9-45ae-b1eb-0ee5de696c60
H. O. Nourse,fd5b17fc-8835-44fa-bf0c-63954daeae56
Helen B. Chamberlin,61ef7bad-c796-4979-8304-4f06088991cb
Prof. F. Mueller,92484a15-d736-4bf5-afac-477e3a425130
J. Alex. Silberberg,0c1c6fc8-086e-4c0b-a2e5-5344a74df36d
Rudolph Aronson,00abdd0b-efd1-42ab-b26d-431c444a296e
H. Engelman,5e4ad7b4-5185-4f74-bbce-2d19d9d36fa6
Harry L. Alford,c210a83a-4176-4db3-9791-d5d6b63aa267
Rev. J. T. Oxtoby,af20db9d-512d-4d6b-8542-b4ef4d829473
Dr. Lowell Mason,cee63210-ecbb-4391-af92-f3f4593877c4
John H. Newman,96599ef0-0dab-418d-b212-b4747b56b3e5
F. A. Blackmer,45d4d497-fce2-440d-aab1-d4798d03d9dc
Gus B. Grigham,6bd30add-d368-454b-983f-bf432a68f7ad
C. Sharp Junior,dfe98e8f-ca69-433c-b171-d3264aabaffa
Al. G. Mark,1e749be6-0050-4f1f-b5ef-9abc944773b8
Wm. P. McBride,06e6fcf8-6ec6-420a-90a5-f3b54051fe1d
Percy Wenrich,c844682a-1d7d-4fc8-a574-94e7cf444ae2
Billy Barlow,d0fe601b-512d-49f4-a08f-7fb84cb9ab35
E. T. Blair,fe862fa1-eaa0-4e69-a3f5-5b2a2c1d0898
Albert M. Bowers,f74d4b51-ea1c-4f02-8211-c7d897a474dc
Ted Snyder,642d452b-c23d-4aa1-a96e-b470caca4348
W. D. Nesbit,c63acdb8-2ded-4185-a69c-f0ca20fb891a
Kenneth S. Clark,65470685-6cac-4571-ade1-73d5aaa06d5d
E. Moran,f91d4481-a95c-43a4-bf55-7ed8554f8082
J. Fred Helf,a618e0ee-d3cb-4a31-b765-7a53aed6bb2a
Howard Smith,09853b56-ad7f-4461-912b-787a265402cc
Benj. F. Nysewander,473bfbb2-9c73-4a40-a7d4-a633e1091660
Vincent Bryan,1aad0198-531d-4110-ad0a-267b781ff2a7
Jas. R. Homer,c30607ff-49ff-4b6f-ab15-c7262cd7e5ba
Wm. Marshall Cook,ae73e0d2-87e3-43d0-ac0b-42ba7fa3c2f0
A. Whilom,fbdf35f7-64ae-43b8-9c1e-eff4cb078dae
Ryder,e69d3ba1-70a9-4807-8a3c-d445c3967abf
Wallace A. Johnson,97ab951c-5654-45ee-b3d4-60a279b2b7cc
Ida L. Newmeyer,e015e60f-ef12-4b57-bb02-25e5ae618b5e
James C. Beckel,845eece6-f221-4008-9eb3-fed3e27baf51
Alfred Solman,61c030cb-3cca-457b-a484-7cd042a2db24
Irving B. Lee,a5605cbc-c854-45f5-9049-fd1aa4c3a862
Seymour Brown,49e0ba8f-dcf2-4960-9855-6f7ccb87e922
S. M. Hawk,1ddf7ba6-d74e-49c1-8f77-ff32b745913d
Wm. T. Whelan,868c4f9a-e296-4b65-a8f4-965db00c1adc
Rosie Lloyd,566b0609-7036-405c-a88c-486841b9e8d3
Robert A. Keiser,11ef77b0-5b87-4a35-ae1a-f9cd477c7a89
F. J. Miller,a8518b57-7d5e-419c-93e1-2ef813a31b54
Licco I. Liggy,ccd9bc24-09bf-4064-a70e-1675c0061397
E. O. Fletcher,17d8de32-8baa-4c32-8c1f-2ac0095bd4a8
John P. Hall,9949e821-fbd0-480a-b1a4-962209d64f31
Thos. Hoier,3dc7e08d-2285-4844-875a-b0c0e4e20b55
Gerald Peck,774d4c49-b08b-4612-bb0a-9d005d6a2976
Al Jolson,830b77ed-314b-43d7-8887-b844f01064aa
Al Dubin,d9dae7ca-4207-43d4-9135-50e6f027e781
Geo. B. McConnell,77dab80a-8a4b-4544-bde5-4dff4ec0ca29
Jack Meredith,47dd3790-5274-44fd-b3a4-0e47aa3e2ff0
Jesse Winne,e6211f83-26e1-413f-8616-9cf73fff016c
B. Davidson,6953591b-abda-42b7-951b-0c586b3703cf
Wm. A. Peters,b865399e-8712-478b-a784-596583381bb1
Billy,eecd663a-2c53-467f-aecf-d6ee784a806b
Lewis Elwell,ed7112c5-2785-416d-a41d-1caed3e05cc9
Webb M. Oungst,c7b2fc64-53b4-4b88-bceb-532983e8f21a
Perkins,f4b7ede3-2265-4440-90ce-126a98d73c41
E. Couture,44cfbefe-27c2-4a01-90cd-d9ee089b7d60
G. Glynn,b9bbd915-3269-46d9-a797-fb9e2a0d75d1
Wm. Devere,c24f47e4-5c63-4f56-a0b3-b32282bc7008
J. J. Scull,337337e2-f263-4a15-a61a-d13a680e1985
Blanche A. Roussin,7c1a0667-9873-4077-9003-82f40a1da3ab
F. G. Simpson,8d1f1f27-7c36-4f68-936e-6ea643242b2b
Mr. Coffey,812bcc6e-872b-4428-9291-317d22498183
Mr. Carey,1f4b52e4-e3b1-4917-9294-a46607ef1798
Clifford R. Snow,c4a22068-4939-4cde-baff-e10e4c41f02e
Albert Petersen,75a105ec-a928-4d64-893b-4103686cbee0
Rube Bennett,8d9558b4-ebd0-4563-9489-14e9f35cfafd
Ida Marie Cline,6ae9c404-bc31-4298-8673-e8eb1dd12c16
H. Howard,b99ca132-793c-4bda-ac5f-054100a98508
C. Shirley Jackson,0691adcf-6977-4977-8264-10f14be45267
Gustave Ascher,d3c7af53-02eb-4f53-afd1-679f9e7e23d7
Archie Gottler,97c1ed03-5d61-4159-a5c4-95d91b22cd1e
Edward G. Egge,426dea5a-459c-40fd-9a4e-2627eeed4f85
Orramel Whittlesey,0f405890-98f3-4cec-9c65-caa49e42425e
J. W. Lawton,f214770d-0ded-47db-b228-ac29ea125c5b
John M. Mills,d6189654-8691-4305-9dd5-a664b63da54a
H. Geo. Schuette,adc711fe-4a35-42b9-9d7e-789b35597a87
Freeman Scott,2f582ff7-b14a-4fb6-8880-e02b4a62acfc
H. Craven Griffiths,8147d9c3-305d-4e64-b38b-e88203a79248
Ch. Nolff,edc9a684-db41-4d3b-904a-b257ece6073c
"Anthony Rieff, Jr.",8d2ba9fc-b6e5-4e49-80e9-6235d503c559
Parke W. Hewins,5823459b-f153-4dee-8689-ec171a102b89
J. S. Duss,5ba52e58-5f1f-4992-93d8-b5a5c0410dbd
Ole Olsen,5ddf3bc5-4c6d-4c2a-8d7b-e3988ae841b6
Isham Jones,b96dd1a2-8edf-472f-b13a-ffc7ae260b10
Capt. Alfred H. Miles,87c75e62-e615-489f-9974-fbaff77e122e
Charles M. King,29372cbf-1dbf-4ca8-b774-bf5237d7a60b
Herman Fluegel,3830bf54-31eb-47f7-9e27-7ff117558ce5
U. S. A. Hospital Service,d1e33e8f-3aa4-443c-80b7-deee112bfd87
Phil Hanna,f431a172-f5b8-45fa-8c9b-7b636dabaff6
Mrs. A. L. R. Dufour,cefb63e7-63d5-4a8b-80d6-a3c1b1ef4435
Mrs. E. H. Pendleton,6773acec-a07f-4143-baad-9f30434a4a5c
Henry Fried,82eddabc-d646-4cb1-be47-5e69d91db445
Max S. Witt,8144f168-730d-475b-8391-876914449c69
Julian Wilson,b7199736-1321-4bf3-88a3-4166f9ff22ec
Julia Ward Howe,e07a54b8-dc5d-4eb7-b49d-0d61516613aa
Riotte,80336f5d-47f7-478f-8d64-9966a6b45715
L. Heath,0d2de6d0-ce16-4d1c-9682-a538f83ff0c8
B. Viguerie,d2b1e68f-976b-4ad3-9c20-dc3eb7ab2ce6
G. P. Morris,f5fc1031-6ebd-4bf0-9a45-63a6d31c1a89
W. V. Lawrence,3273f038-e52b-45b7-8ad8-46d767476303
Marie T. Allen,3bfd8404-fa87-446b-8257-4166f7ab58f6
Z. Wyvill,896fc692-e2bf-43d2-b893-c8058123c6be
C. A. White,b80285a2-978f-4d2c-8ea7-6fb488cdf9de
John C. Scherpf,d167f3d6-9331-439b-9cd5-a14c5f8e99cb
Magna Falleau,3f2ee895-3ca8-405e-a202-ad8e8d56db44
Carlisle,eb0d5dfc-0650-48ee-86f5-4e0efff76133
Fred T. Ashton,9c8d7256-b644-4b20-879d-3a6e2acc2f82
Sep Winner,c331f72b-d078-47b4-845e-17145e9e6824
Harry P. Small,2197a9a4-a285-48f0-9c54-f4bfbadcaa3a
T. A'Beckett,bc6f6a61-f32a-4d5e-99e3-e5618bc7d65f
J. N. Barker,373f5d1b-eefb-4f32-8f92-f448601914ef
